Protein,Protein Name,Gene Name,Function,ProteinGroup,FastaHeaders,Proteins,Peptides,RazorUniquePeptides,UniquePeptides,Coverage,MolWeight,LFQ intensity C-1,LFQ intensity C-2,LFQ intensity C-3,LFQ intensity T-1,LFQ intensity T-2,LFQ intensity T-3,Identified or Quantified
C9JLU1,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment)",POLR2H,,C9JLU1;P52434,"C9JLU1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=8;RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4",2,1,1,1,8.8,16.925,18885000,,16395000,15881000,16320000,,Quantified
C9JMY1,Insulin-like growth factor-binding protein 2,IGFBP2,,C9JMY1;P18065;C9JW52,C9JMY1_HUMAN Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=1;IBP2_HUMAN Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2,3,3,3,3,16,20.281,15364000,15672000,20274000,15594000,15664000,19814000,Quantified
C9JXB8,60S ribosomal protein L24,RPL24,,C9JXB8;C9JNW5;V9HW01;P83731,C9JXB8_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;C9JNW5_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;V9HW01_HUMAN Epididymis secretory protein Li 310 OS=Homo sapiens OX=9606 GN=HEL-S-310 PE=2 S,4,1,1,1,10.7,14.369,7928100,5886200,5840700,6454000,5748800,5365800,Quantified
C9JVG0,Serotransferrin (Fragment),TF,,C9JVG0,C9JVG0_HUMAN Serotransferrin (Fragment) OS=Homo sapiens OX=9606 GN=TF PE=1 SV=1,1,9,1,1,56.7,14.691,292910000,441760000,533680000,460860000,395530000,332630000,Quantified
C9WEY1,MHC class II antigen (Fragment),HLA-DRB1,,C9WEY1,C9WEY1_HUMAN MHC class II antigen (Fragment) OS=Homo sapiens OX=9606 GN=HLA-DRB1 PE=4 SV=1,1,2,1,0,22.5,10.785,342880000,90483000,311560000,270610000,188680000,186440000,Quantified
D0PNI1,Epididymis luminal protein 4,YWHAZ,,D0PNI1;P63104;E7EX29;B0AZS6;B7Z2E6;H0YB80;E7ESK7;E5RIR4;E9PD24;E7EVZ2;E5RGE1;Q2F831;Q6LD62,D0PNI1_HUMAN Epididymis luminal protein 4 OS=Homo sapiens OX=9606 GN=YWHAZ PE=2 SV=1;1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;E7EX29_HUMAN 14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV,13,14,11,9,57.1,27.745,3191100000,2961200000,3172700000,3047600000,3249500000,2506200000,Quantified
Q5T123,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,,Q5T123;Q86Z22;D3DPK5;Q9H299,Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1;Q86Z22_HUMAN Epididymis secretory protein Li 297 OS=Homo sapiens OX=9606 GN=HEL-S-297 PE=2 SV=1;D3DPK5_HUMAN SH3 domain binding glutamic acid-ri,4,3,3,3,42,9.3804,282400000,296550000,301720000,326280000,320980000,155160000,Quantified
D3DQI7,Polypeptide N-acetylgalactosaminyltransferase,GALNT10,,D3DQI7;Q86SR1,D3DQI7_HUMAN Polypeptide N-acetylgalactosaminyltransferase OS=Homo sapiens OX=9606 GN=GALNT10 PE=3 SV=1;GLT10_HUMAN Polypeptide N-acetylgalactosaminyltransferase 10 OS=Homo sapiens OX=9606 GN=GALNT10 PE=1 SV=2,2,1,1,1,3.2,58.38,4696400,7943900,8332400,4147900,6729500,6596200,Quantified
D3DRP5,"Chromosome 9 open reading frame 19, isoform CRA_a (Fragment)",C9orf19,,D3DRP5;Q9H4G4;Q5VZR0;B4DQC5;A0A087WUM5,"D3DRP5_HUMAN Chromosome 9 open reading frame 19, isoform CRA_a (Fragment) OS=Homo sapiens OX=9606 GN=C9orf19 PE=4 SV=1;GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens OX=9606 GN=GLIPR2 PE=1 SV=3;Q5VZR0_HUMAN Golgi-associat",5,3,3,3,12.3,37.784,41072000,28471000,33578000,35319000,33751000,35772000,Quantified
D3DTX7,"Collagen, type I, alpha 1, isoform CRA_a",COL1A1,,D3DTX7,"D3DTX7_HUMAN Collagen, type I, alpha 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=COL1A1 PE=4 SV=1",1,9,2,2,13.2,84.739,5474700,26207000,,,37858000,,Quantified
H7C1W2,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment)",IDH3G,,H7C1W2;E9PF84;O15384;G5E9Q7;D3DWV9;E7EQB8;P51553,"H7C1W2_HUMAN Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1;E9PF84_HUMAN Isocitrate dehydrogenase [NAD] subunit, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1;O15384_H",7,1,1,1,11.6,22.384,,7626500,,5062200,4735000,19544000,Quantified
D9YZU9,Globin B2,HBG2,,D9YZU9;D3GKD9;P69892;Q9UNL6;E7CYP2;E9PBW4;A1EGU3;Q9UJ01;Q14402;Q14412,D9YZU9_HUMAN Globin B2 OS=Homo sapiens OX=9606 GN=HBG2 PE=3 SV=1;D3GKD9_HUMAN G-gamma globin Paulinia variant OS=Homo sapiens OX=9606 GN=HBG2 PE=3 SV=1;HBG2_HUMAN Hemoglobin subunit gamma-2 OS=Homo sapiens OX=9606 GN=HBG2 PE=1 SV=2;Q9UNL6_HUMAN Hemoglobin ,10,9,1,1,72.1,16.126,,,,,3394600,,Identified
D6R9Z7,"Cytochrome c oxidase subunit 7C, mitochondrial",COX7C,,D6R9Z7;Q71U45;P15954,"D6R9Z7_HUMAN Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens OX=9606 GN=COX7C PE=1 SV=1;Q71U45_HUMAN Cytochrome c oxidase VIIc OS=Homo sapiens OX=9606 PE=2 SV=1;COX7C_HUMAN Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens OX=96",3,1,1,1,16.1,6.3824,7049000,7628100,4688900,,92019000,,Quantified
D6RA88,Myosin light chain 5,MYL5,,D6RA88;D6RJ91;Q02045,D6RA88_HUMAN Myosin light chain 5 OS=Homo sapiens OX=9606 GN=MYL5 PE=1 SV=1;D6RJ91_HUMAN Myosin light chain 5 (Fragment) OS=Homo sapiens OX=9606 GN=MYL5 PE=1 SV=1;MYL5_HUMAN Myosin light chain 5 OS=Homo sapiens OX=9606 GN=MYL5 PE=2 SV=1,3,1,1,1,9.5,12.006,4887400,77494000,,22810000,30278000,63370000,Quantified
Q32Q75,Eukaryotic translation initiation factor 4E,EIF4E,,Q32Q75;X5D7E3;D6RBW1;P06730,Q32Q75_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=2 SV=1;X5D7E3_HUMAN Eukaryotic translation initiation factor 4E isoform A (Fragment) OS=Homo sapiens OX=9606 GN=EIF4E PE=2 SV=1;D6RBW1_HUMAN Eukaryotic translation,4,1,1,1,6.5,25.067,,,,,,,Identified
D6RHD7,Calcyphosin-like protein,CAPSL,,D6RHD7;D6RF97;Q8WWF8,D6RHD7_HUMAN Calcyphosin-like protein OS=Homo sapiens OX=9606 GN=CAPSL PE=1 SV=1;D6RF97_HUMAN Calcyphosin-like protein (Fragment) OS=Homo sapiens OX=9606 GN=CAPSL PE=1 SV=1;CAPSL_HUMAN Calcyphosin-like protein OS=Homo sapiens OX=9606 GN=CAPSL PE=2 SV=4,3,1,1,1,8.9,20.925,,,,,,6021600,Identified
D6RG15,Twinfilin-2,TWF2,,D6RG15;Q6IBS0;B4E0A1;H0Y858,D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1;TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2,4,5,5,5,24.8,28.882,98039000,104520000,106110000,111780000,103630000,117030000,Quantified
Q5U0I6,H.sapiens ras-related Hrab1A protein,RAB1A,,Q5U0I6;D6W5F3;P62820;E7END7;B7Z8M7;Q53SX4;A0A2R8YDI9;H0YLJ8;H0YL94;Q92927;B3KTE3;H0YMN7;Q96RD8;G5ELZ6;G5ELZ5;Q59EP4;D3DV69;H0YNE9;B4DMS1;A0A024RB27;A0A024R7I3;G5EMR8;G3V196;Q504R6;A0A2R8YFB8;Q92928;P51153;Q92930;P61006;P59190,"Q5U0I6_HUMAN H.sapiens ras-related Hrab1A protein OS=Homo sapiens OX=9606 GN=RAB1A PE=2 SV=1;D6W5F3_HUMAN RAB1A, member RAS oncogene family, isoform CRA_b OS=Homo sapiens OX=9606 GN=RAB1A PE=4 SV=1;RAB1A_HUMAN Ras-related protein Rab-1A OS=Homo sapiens OX=",30,4,4,1,24.4,22.677,75571000,63621000,91338000,76862000,66051000,88285000,Quantified
D9IAI1,Epididymis secretory protein Li 34,HEL-S-34,,D9IAI1;P30086;A0A0K0K1J6;B4DRT4;V9HW05,D9IAI1_HUMAN Epididymis secretory protein Li 34 OS=Homo sapiens OX=9606 GN=HEL-S-34 PE=2 SV=1;PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3;A0A0K0K1J6_HUMAN Epididymis secretory protein Li 96 (Fragment) O,5,7,7,7,54.5,21.057,347640000,315160000,334610000,384180000,379880000,334030000,Quantified
D9YZU5,Beta-globin,HBB,,D9YZU5;P68871;C8C504;A0A481SHK9;Q0Z944;Q9BWV6;A0A2R8Y7R2;Q9GZL9;B3VL86;Q14473;B3VL31;Q8IUL9;Q6J1Z7;Q8IZI0;Q3LR79;Q6V0K9;Q52MT0;E9NGZ5;B3VL05;Q4TWB7;A0A1B4WRL5;Q9UK54;B5ANL9;F8W6P5;Q3Y9I8;Q4TZM4;B3VL17;Q9BWU5;Q4JLR8;B2M1S6;Q14484;A0A3G5AXY7;Q9UP81;Q670S4;A1YZ08;A0N071;P02042;D5FZW3;E9M263;Q9BXA2;Q9UBV6;A9YUX2;A0A2R3Z0D6;Q14477;Q4F786;D1MGQ0;B2M1S8;E9PFT6;Q9H1I6;J7LKS8;B3VL12;A0A2S1CVU8;O95408;E9PEW8;Q86VF0;K4EN30;Q7Z2K5;Q9HAR8;Q7Z7B3;Q3L3Q5;Q6VFQ5;B2M1S7;B2M0Y1;A0A0J9YWK4;B3VL28;Q9Y6D8;Q2XP30;O95412;D1MGP8;Q6J1Z8;Q6VFQ6;A0A3G9CLN8;Q14485;A0A140KFU0;C9JRG0,D9YZU5_HUMAN Beta-globin OS=Homo sapiens OX=9606 GN=HBB PE=3 SV=1;HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2;C8C504_HUMAN Beta-globin OS=Homo sapiens OX=9606 GN=HBB PE=3 SV=1;A0A481SHK9_HUMAN Hemoglobin subunit beta OS=Homo ,75,10,10,8,82.3,15.998,814490000,885850000,256620000,449090000,2038100000,742830000,Quantified
E5RIR0,"Fatty acid-binding protein, adipocyte",FABP4,,E5RIR0;E5RH45;E7DVW4;P15090;P02689,"E5RIR0_HUMAN Fatty acid-binding protein, adipocyte OS=Homo sapiens OX=9606 GN=FABP4 PE=1 SV=1;E5RH45_HUMAN Myelin P2 protein OS=Homo sapiens OX=9606 GN=PMP2 PE=1 SV=1;E7DVW4_HUMAN Epididymis secretory protein Li 104 OS=Homo sapiens OX=9606 GN=FABP4 PE=2 SV",5,1,1,1,30.8,4.5772,,8098200,3987100,5304700,,10789000,Quantified
H0YB03,Regulator of microtubule dynamics protein 1 (Fragment),RMDN1,,H0YB03;H0YB83;E5RH53;Q96DB5,H0YB03_HUMAN Regulator of microtubule dynamics protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1;H0YB83_HUMAN Regulator of microtubule dynamics protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1;E5RH53_HUMAN Regulator of microtub,4,1,1,1,6.7,19.195,1942800,2768000,1952000,2370200,2382300,3391000,Quantified
E5RHF2,COP9 signalosome complex subunit 5 (Fragment),COPS5,,E5RHF2;E5RHH5,E5RHF2_HUMAN COP9 signalosome complex subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=1;E5RHH5_HUMAN COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=1,2,1,1,1,12.6,16.609,16793000,18988000,17390000,19941000,25041000,22198000,Quantified
E5RIX8,Tubulin-specific chaperone A,TBCA,,E5RIX8;E5RIW3;Q6FGD7;E5RJD8;E5RHG6;O75347,E5RIX8_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=1;E5RIW3_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=1;Q6FGD7_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=2 SV=1;E5RJ,6,1,1,1,11.4,9.3966,13427000,16111000,16631000,14616000,13565000,14969000,Quantified
E5RIM3,Phospholipase A-2-activating protein,PLAA,,E5RIM3;Q9Y263,E5RIM3_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=1;PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=2,2,1,1,1,2.5,66.734,3415300,,,3097200,2927900,,Quantified
E5RIW1,Exportin-7 (Fragment),XPO7,,E5RIW1,E5RIW1_HUMAN Exportin-7 (Fragment) OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=2,1,1,1,1,11.4,26.843,115470000,126000000,118370000,124150000,104040000,26780000,Quantified
E5RJR5,S-phase kinase-associated protein 1,SKP1,,E5RJR5;P63208;E5RGM3;E7ERH2;F8W8N3,E5RJR5_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1;SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,5,3,3,3,21.5,18.72,38700000,46590000,48065000,60087000,56608000,51419000,Quantified
E7DVW5,Fatty acid binding protein 5 (Psoriasis-associated),FABP5,,E7DVW5;Q01469;I6L8B7,E7DVW5_HUMAN Fatty acid binding protein 5 (Psoriasis-associated) OS=Homo sapiens OX=9606 GN=FABP5 PE=3 SV=1;FABP5_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3;I6L8B7_HUMAN Fatty acid-binding protein 5 OS=Homo sapiens OX=960,3,3,3,3,14.1,15.164,2592400000,1900200000,4462600000,1726100000,1835700000,1229400000,Quantified
Q8IUA2,Integrin alpha-4 subunit (Fragment),IA4,,Q8IUA2;E7EP60;Q6PJE7;Q59H74;P13612,Q8IUA2_HUMAN Integrin alpha-4 subunit (Fragment) OS=Homo sapiens OX=9606 GN=IA4 PE=2 SV=1;E7EP60_HUMAN Integrin alpha-4 (Fragment) OS=Homo sapiens OX=9606 GN=ITGA4 PE=1 SV=1;Q6PJE7_HUMAN ITGA4 protein (Fragment) OS=Homo sapiens OX=9606 GN=ITGA4 PE=2 SV=1;Q,5,1,1,1,9,18.869,4582600,7311800,7861200,,4547800,,Quantified
E7EPA6,Laminin subunit beta-1,LAMB1,,E7EPA6;G3XAI2;P07942,E7EPA6_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=1;G3XAI2_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=1;LAMB1_HUMAN Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2,3,2,2,2,2.7,95.141,2542900,7248200,2569500,1860000,,6181000,Quantified
E7EQG2,Eukaryotic initiation factor 4A-II,EIF4A2,,E7EQG2;Q14240;Q9NZE6;D3DNV1;B4DJX6,E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1;IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;Q9NZE6_HUMAN BM-010 OS=Homo sapiens OX=9606 GN=EIF4A2 PE=2 SV=1;D3DNV1_HU,5,7,1,1,23.2,41.29,8113900,11162000,9232100,7538400,9195400,9991900,Quantified
G3XAM2,Complement factor I,CFI,,G3XAM2;E7ETH0;P05156;A0A0U4BCF5;A8K3L0;B4DRF2;Q6LAM0;Q6LAM1;Q8WW88;A0A087X0I2;A0A2R8Y3M9;D6R9Z8,G3XAM2_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=1;E7ETH0_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=1;CFAI_HUMAN Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2;A0A0U4BCF5_HUMAN Complement factor I,12,4,3,3,9.7,65.059,6975300,3122200,4412600,2686300,3694100,16948000,Quantified
E7EUT5,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,,E7EUT5;V9HVZ4;P04406;Q2TSD0;Q0QET7;A4UCT1;Q5ZEY3;B4DRV9,E7EUT5_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=1;V9HVZ4_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=HEL-S-162eP PE=2 SV=1;G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Ho,8,7,7,6,51.2,27.87,265760000,427830000,191470000,495510000,292300000,390720000,Quantified
Q59F36,Dynactin 1 isoform 1 variant (Fragment),,,Q59F36;Q6AWB3;Q6AWB1;E7EX90;Q6MZZ3;Q14203;H8Y0Y3;O95654,Q59F36_HUMAN Dynactin 1 isoform 1 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;Q6AWB3_HUMAN Uncharacterized protein DKFZp686E191 OS=Homo sapiens OX=9606 GN=DKFZp686E191 PE=2 SV=1;Q6AWB1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1,8,3,3,3,7.4,53.084,13165000,,15812000,13296000,29489000,,Quantified
E9LUE7,Sphingomyelin phosphodiesterase,SMPD1,Converts sphingomyelin to ceramide.,E9LUE7;E9LUE6;Q59EN6;P17405;H0YEP5;Q8IUN0;G3V1E1;E9LUE9;E9PQT3;E9LUE8,"E9LUE7_HUMAN Sphingomyelin phosphodiesterase OS=Homo sapiens OX=9606 GN=SMPD1 PE=2 SV=1;E9LUE6_HUMAN Sphingomyelin phosphodiesterase OS=Homo sapiens OX=9606 GN=SMPD1 PE=2 SV=1;Q59EN6_HUMAN Sphingomyelin phosphodiesterase 1, acid lysosomal isoform 1 variant",10,2,2,2,4,67.252,64917000,71975000,101990000,77032000,68797000,88133000,Quantified
E9PB61,THO complex subunit 4,ALYREF,,E9PB61;Q86V81,E9PB61_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=1;THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3,2,4,4,4,22.7,27.557,53193000,31569000,48693000,45150000,40794000,27375000,Quantified
E9PC52,Histone-binding protein RBBP7,RBBP7,,E9PC52;Q6FHQ0;Q16576;Q5JP01;A8K6A2;Q5JP02;Q5JNZ6,E9PC52_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;Q6FHQ0_HUMAN RBBP7 protein (Fragment) OS=Homo sapiens OX=9606 GN=RBBP7 PE=2 SV=1;RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;Q5JP,7,6,1,1,14.7,46.938,22324000,20677000,19234000,,31059000,,Quantified
E9PGT1,Translin,TSN,,E9PGT1;Q15631;B3KRM8;H7C1D4;B7Z5D9;Q53GR3,"E9PGT1_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;B3KRM8_HUMAN Translin, isoform CRA_b OS=Homo sapiens OX=9606 GN=TSN PE=2 SV=1;H7C1D4_HUMAN Translin (Fragment) OS=Homo sapiens OX=960",6,2,2,2,14.3,25.572,13798000,15763000,16501000,16968000,17161000,9478800,Quantified
E9PHY5,Band 4.1-like protein 2,EPB41L2,,E9PHY5;O43491;I6L9B1;Q59FD8;E9PII3;E9PK52;A0A2R8Y5B3;E9PJP4;E9PQN0;O60642;E9PRG1;E9PIG0;Q9UG62;E9PQD2;Q6ZSX4;E9PN54;B4DJ76;Q6R5J7,E9PHY5_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;I6L9B1_HUMAN EPB41L2 protein OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1;Q59FD8_HUMAN EPB41L,18,3,3,3,4.8,104.36,13955000,11787000,12402000,8926500,7655300,6517800,Quantified
E9PIT3,Prothrombin,F2,,E9PIT3;P00734;C9JV37,E9PIT3_HUMAN Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=1;THRB_HUMAN Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2,3,6,1,1,12.7,65.408,,,,,,7599000,Identified
E9PK54,Heat shock cognate 71 kDa protein (Fragment),HSPA8,,E9PK54,E9PK54_HUMAN Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=8,1,10,1,1,69.4,19.955,15678000,13837000,18743000,16925000,15992000,10289000,Quantified
E9PKG6,Nucleobindin-2,NUCB2,,E9PKG6;P80303;H0YD18;Q2L696;E9PJP3;A7LNF5;E9PM22;E9PLR0;H0YEG8;E9PLE9;A0A2R8Y6G7,E9PKG6_HUMAN Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=2;NUCB2_HUMAN Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3;H0YD18_HUMAN Nucleobindin-2 (Fragment) OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=2;Q2L696_HUMAN Nucb2 splice variant,11,4,4,4,14.2,40.368,19128000,21493000,19913000,18745000,22490000,14481000,Quantified
E9PKZ0,60S ribosomal protein L8 (Fragment),RPL8,,E9PKZ0;P62917;E9PP36;G3V1A1;B4DVG7;E9PKU4,E9PKZ0_HUMAN 60S ribosomal protein L8 (Fragment) OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=1;RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2;E9PP36_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=1;G3V1A1_H,6,2,2,2,13.2,22.389,70438000,27885000,35925000,34381000,40142000,33353000,Quantified
E9PRZ9,Chromosome 11 open reading frame 58 (Fragment),C11orf58,,E9PRZ9;E9PM92;O00193,E9PRZ9_HUMAN Chromosome 11 open reading frame 58 (Fragment) OS=Homo sapiens OX=9606 GN=C11orf58 PE=1 SV=1;E9PM92_HUMAN Chromosome 11 open reading frame 58 OS=Homo sapiens OX=9606 GN=C11orf58 PE=1 SV=2;SMAP_HUMAN Small acidic protein OS=Homo sapiens OX=9606,3,1,1,1,17.8,10.038,6829200,6303800,7178400,8396200,6144200,7243600,Quantified
E9PPH5,Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment),ANP32E,,E9PPH5;Q53F20;Q9BTT0,"E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;Q53F20_HUMAN Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E variant (Fragment) OS=Homo sapiens OX=9606 PE=2 ",3,1,1,1,10.5,13.128,7487000,7562400,6437100,7210000,8775200,,Quantified
E9PPJ0,Splicing factor 3B subunit 2,SF3B2,,E9PPJ0;Q13435;Q7Z3K9;E9PJT3;E9PJ04;H0YCG1;E9PIL8;H0YEX5,E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1;SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2;Q7Z3K9_HUMAN Uncharacterized protein DKFZp781L0540 (Fragment) OS=Homo sapiens OX=9606 G,8,4,4,4,5.1,98.169,35341000,33234000,36811000,34853000,31395000,26162000,Quantified
E9PQI8,U4/U6.U5 tri-snRNP-associated protein 1,SART1,,E9PQI8;O43290,E9PQI8_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1;SNUT1_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,2,1,1,1,9.8,17.541,,,,,,,Identified
F1JVV5,EWSR1/ATF1 fusion protein type 1,EWSR1/ATF1 fusion,,F1JVV5;Q53RU9;E9PAR2;Q59FC7;A9Z0R7;Q71E78;G5E998;B2R8K4;C3UMV4;Q53X93;A0A024R437;Q5U0J5;A0A024R401;F1JVV6;C3UMV3;C3UMV2;P18846;P16220,F1JVV5_HUMAN EWSR1/ATF1 fusion protein type 1 OS=Homo sapiens OX=9606 GN=EWSR1/ATF1 fusion PE=2 SV=1;Q53RU9_HUMAN Uncharacterized protein CREB1 (Fragment) OS=Homo sapiens OX=9606 GN=CREB1 PE=4 SV=1;E9PAR2_HUMAN cAMP-responsive element modulator OS=Homo sap,18,2,1,1,6.1,57.066,16306000,15014000,16161000,16203000,13250000,11106000,Quantified
F5GWA7,Prohibitin (Fragment),PHB2,,F5GWA7;F5GY37;J3KPX7;Q99623,F5GWA7_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;F5GY37_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=1;J3KPX7_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2;PHB2_HUMAN Prohibitin-2 OS=Homo sapiens OX=9606,4,1,1,1,3.4,29.226,,16149000,7033500,,,,Quantified
